Accession,Title,Collection,Organism,Imaging Method,Keywords,Files,License,Publication Title,Publication DOI,Authors,Release Date,BIA Link
EMPIAR-10346,Cryo-EM of GLP-1 receptor bound to TT-OAD2 non-peptidic agonist,EMPIAR,,,,0,,Activation of the GLP-1 receptor by a non-peptidic agonist,,"Zhao P, Liang YL, Belousoff MJ, Deganutti G, Fletcher MM, Willard FS, Bell MG, Christe ME, Sloop KW, Inoue A, Truong TT, Clydesdale L, Furness SGB, Christopoulos A, Wang MW, Miller LJ, Reynolds CA, Danev R, Sexton PM, Wootten D",2020-03-10,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10346
S-BSST369,SpaceM reveals metabolic states of single cells,BioStudies,,,,1,,,,Luca Rappez,2020-03-09,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST369
EMPIAR-10323,Two new polymorphic structures of human full-length alpha-synuclein fibrils solved by cryo-electron microscopy,EMPIAR,,,,0,,Two new polymorphic structures of human full-length alpha-synuclein fibrils solved by cryo-electron microscopy,,"Guerrero-Ferreira R, Taylor NM, Arteni AA, Kumari P, Mona D, Ringler P, Britschgi M, Lauer ME, Makky A, Verasdonck J, Riek R, Melki R, Meier BH, Böckmann A, Bousset L, Stahlberg H",2020-03-04,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10323
S-BSST353,Deficits in Behavioral and Neuronal Pattern Separation in Temporal Lobe Epilepsy,BioStudies,,,,16,,,,"Jesse Pfammatter, Antoine Madar, Mathew Jones",2020-03-04,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST353
EMPIAR-10340,Cryo-EM reconstruction of tau filaments extracted from the brains of three individuals with Corticobasal degeneration,EMPIAR,,,,0,,Novel tau filament fold in corticobasal degeneration,,"Zhang W, Tarutani A, Newell KL, Murzin AG, Matsubara T, Falcon B, Vidal R, Garringer HJ, Shi Y, Ikeuchi T, Murayama S, Ghetti B, Hasegawa M, Goedert M, Scheres SHW",2020-03-02,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10340
EMPIAR-10277,Tilt-schemes benchmarking for cryo electron tomography of HIV-1 CA-SP1,EMPIAR,,,,0,,Benchmarking tomographic acquisition schemes for high-resolution structural biology,,"Turoňová B, Hagen WJH, Obr M, Mosalaganti S, Beugelink JW, Zimmerli CE, Kräusslich HG, Beck M",2020-03-02,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10277
EMPIAR-10331,Three-Dimensional Reconstructions of Mouse Circumvallate Taste Buds Using Serial Blockface Scanning Electron Microscopy: I. Cell Types and the Apical Region of the Taste Bud,EMPIAR,,,,0,,Three-dimensional reconstructions of mouse circumvallate taste buds using serial blockface scanning electron microscopy: I. Cell types and the apical region of the taste bud,,"Yang R, Dzowo YK, Wilson CE, Russell RL, Kidd GJ, Salcedo E, Lasher RS, Kinnamon JC, Finger TE",2020-02-28,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10331
S-BIAD16,Effect of Vectashield-induced fluorescence quenching on conventional and super-resolution microscopy,BioImage Archive,cell lines and primary mouse cortical neurons,,,721,,,,"Ivana Niki?-Spiegel, Aleksandra Arsi?, Nevena Stajkovi?, Rainer Spiegel",2020-02-24,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD16
EMPIAR-10293,Electron energy-filtered diffraction (eEFD) of catalase 3D crystal with CRYO ARM 300,EMPIAR,,,,0,,A new cryo-EM system for electron 3D crystallography by eEFD,,"Yonekura K, Ishikawa T, Maki-Yonekura S",2020-02-24,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10293
EMPIAR-10291,Structure of an undocked hemichannel of the N-terminal-deleted INX-6 in a nanodisc,EMPIAR,,,,0,,Cryo-EM structures of undocked innexin-6 hemichannels in phospholipids,,"Burendei B, Shinozaki R, Watanabe M, Terada T, Tani K, Fujiyoshi Y, Oshima A",2020-02-18,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10291
EMPIAR-10290,Cryo-EM structure of an undocked innexin-6 hemichannel in detergent,EMPIAR,,,,0,,Cryo-EM structures of undocked innexin-6 hemichannels in phospholipids,,"Burendei B, Shinozaki R, Watanabe M, Terada T, Tani K, Fujiyoshi Y, Oshima A",2020-02-18,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10290
EMPIAR-10289,Cryo-EM structure of an undocked innexin-6 hemichannel in phospholipids,EMPIAR,,,,0,,Cryo-EM structures of undocked innexin-6 hemichannels in phospholipids,,"Burendei B, Shinozaki R, Watanabe M, Terada T, Tani K, Fujiyoshi Y, Oshima A",2020-02-18,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10289
S-BSST332,Chemically labeled toxins or bioactive peptides show a heterogeneous intracellular distribution and low spatial overlap with autofluorescence in bloom-forming cyanobacteria,BioStudies,,,,25,,,,Rainer Kurmayer,2020-02-17,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST332
S-BIAD15,Meiotic cellular rejuvenation is coupled to nuclear remodeling in budding yeast,BioImage Archive,,,,825,CC BY 4.0,Meiotic cellular rejuvenation is coupled to nuclear remodeling in budding yeast,https://doi.org/10.7554/eLife.47156,"King GA, Goodman JS, Schick JG, Chetlapalli K, Jorgens DM, McDonald KL, Ünal E",2020-02-14,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD15
S-BSST333,Proteomic analysis of CRISPR Cas 9 mediated mdig deletion in triple negative breast cancer cells ,BioStudies,,,,7,,,,"Nicholas Carruthers, Fei Chen",2020-02-12,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST333
EMPIAR-10313,Cryo-EM reconstructions of tau filaments in chronic traumatic encephalopathy,EMPIAR,,,,0,,Novel tau filament fold in chronic traumatic encephalopathy encloses hydrophobic molecules,,"Falcon B, Zivanov J, Zhang W, Murzin AG, Garringer HJ, Vidal R, Crowther RA, Newell KL, Ghetti B, Goedert M, Scheres SHW",2020-02-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10313
EMPIAR-10310,FIB-SEM of parapodia from Platynereis dumerilii,EMPIAR,,,,0,,AMST: Alignment to Median Smoothed Template for Focused Ion Beam Scanning Electron Microscopy Image Stacks,,"Hennies J, Lleti JMS, Schieber NL, Templin RM, Steyer AM, Schwab Y",2020-02-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10310
EMPIAR-10311,FIB-SEM of a HeLa cell,EMPIAR,,,,0,,AMST: Alignment to Median Smoothed Template for Focused Ion Beam Scanning Electron Microscopy Image Stacks,,"Hennies J, Lleti JMS, Schieber NL, Templin RM, Steyer AM, Schwab Y",2020-02-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10311
EMPIAR-10345,CryoEM dataset containing multiple conformations of the asymmetric αVβ8 integrin bound to two Fabs on a holey carbon grid (minimal preferred orientations),EMPIAR,,,,0,,Cryo-EM Reveals Integrin-Mediated TGF-β Activation without Release from Latent TGF-β,,"Campbell MG, Cormier A, Ito S, Seed RI, Bondesson AJ, Lou J, Marks JD, Baron J, Cheng Y, Nishimura SL",2020-01-31,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10345
EMPIAR-10344,CryoEM dataset containing multiple conformations of the asymmetric αVβ8 integrin bound to latent TGF-β on a graphene oxide grid (preferred orientations),EMPIAR,,,,0,,Cryo-EM Reveals Integrin-Mediated TGF-β Activation without Release from Latent TGF-β,,"Campbell MG, Cormier A, Ito S, Seed RI, Bondesson AJ, Lou J, Marks JD, Baron J, Cheng Y, Nishimura SL",2020-01-31,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10344
EMPIAR-10343,CryoEM dataset containing multiple conformations of the asymmetric αVβ8 integrin bound to latent TGF-β on a holey carbon grid (strongly preferred orientations),EMPIAR,,,,0,,Cryo-EM Reveals Integrin-Mediated TGF-β Activation without Release from Latent TGF-β,,"Campbell MG, Cormier A, Ito S, Seed RI, Bondesson AJ, Lou J, Marks JD, Baron J, Cheng Y, Nishimura SL",2020-01-31,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10343
S-BIAD14,MultiModal Platy-Browser,BioImage Archive,Platynereis dumerilii,,,218,,,,Hernando Martinez Vergara,2020-01-30,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD14
S-BIAD11,Optimized criteria for locomotion-based healthspan evaluation in C. elegans using the WorMotel system,BioImage Archive,C. elegans,,,14304,,,,"Areta Jushaj, Liesbet Temmerman",2020-01-30,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD11
S-BSST323,"DeepCycle: Deep learning reconstruction of the closed cell cycle trajectory from single-cell unsegmented microscopy images
",BioStudies,,,,1,,,,"Luca Rappez, Theodore Alexandrov ",2020-01-16,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST323
S-BSST322,SPO11-1 localization during recombination initiation in maize,BioStudies,,,,19,,,,Chung-Ju Rachel Wang,2020-01-15,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST322
S-BIAD5,In situ nanopore sequencing to study coral holobionts,BioImage Archive,,,,112,,,,"Quentin Carradec, Julie Poulain, Emilie Boissin, Benjamin CC Hume, Christian R Voolstra, Maren Ziegler, Stefan Engelne, Corinne Cruaud, Serge Planes, Patrick Wincker",2020-01-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD5
EMPIAR-10335,Apo-state Streptavidin,EMPIAR,,,,0,,High-yield monolayer graphene grids for near-atomic resolution cryoelectron microscopy,,"Han Y, Fan X, Wang H, Zhao F, Tully CG, Kong J, Yao N, Yan N",2019-12-20,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10335
EMPIAR-10333,Single Particle Cryo-EM Reconstructions of Human FACT in Complex with Partially Assembled Sub-nucleosomes,EMPIAR,,,,0,,FACT caught in the act of manipulating the nucleosome,,"Liu YL, Zhou KZ, Zhang NZ, Wei HW, Tan YZT, Zhang ZZ, Carragher BC, Potter CSP, D'Arcy SD, Luger KL",2019-12-20,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10333
EMPIAR-10330,3.2 Å Single-Particle Cryo-EM Reconstruction of 49 kDa Membrane-Bound PfCRT Complexed with Fab,EMPIAR,,,,0,,Structure and drug resistance of the Plasmodium falciparum transporter PfCRT,,"Kim JK, Tan YZT, Wicht KJW, Erramilli SKE, Dhingra SKD, Okombo JO, Vendome JV, Hagenah LMH, Giacometti SIG, Warren ALW, Nosol KN, Roepe PDR, Potter CSP, Carragher BC, Kossiakoff AAK, Quick MQ, Fidock DAF, Mancia FM",2019-12-19,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10330
EMPIAR-10275,Structure of a synthetic beta-carboxysome shell,EMPIAR,,,,0,,Structure of a Synthetic β-Carboxysome Shell,,"Sutter M, Laughlin TG, Sloan NB, Serwas D, Davies KM, Kerfeld CA",2019-12-19,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10275
S-BSST309,A solid-phase transfection platform for arrayed CRISPR screens,BioStudies,,,,216,,,,Balca R. Mardin,2019-12-16,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST309
S-BSST310,Targeting the Pregnane X Receptor Using Microbial Metabolite Mimicry,BioStudies,,,,14,,,,cait costelllo,2019-12-13,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST310
EMPIAR-10292,Cryo-EM structure of multidrug efflux pump MexAB-OprM,EMPIAR,,,,0,,Structures of the wild-type MexAB-OprM tripartite pump reveal its complex formation and drug efflux mechanism,,"Tsutsumi K, Yonehara R, Ishizaka-Ikeda E, Miyazaki N, Maeda S, Iwasaki K, Nakagawa A, Yamashita E",2019-12-04,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10292
S-BIAD12,Immune Cell Contexture in the Leukemia Bone Marrow,BioImage Archive,Homo sapiens,,,5372,,,,Oscar Bruck,2019-11-28,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD12
EMPIAR-10285,Cryo-electron microscopy structure of the P-Rex1–G-beta-gamma signaling scaffold,EMPIAR,,,,0,,Cryo-electron microscopy structure and analysis of the P-Rex1-Gβγ signaling scaffold,,"Cash JN, Urata S, Li S, Ravala SK, Avramova LV, Shost MD, Gutkind JS, Tesmer JJG, Cianfrocco MA",2019-11-19,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10285
EMPIAR-10322,"cryo-ET of cryo-FIB milled yeast cell, in which Tcb3-GFP is overexpressed and scs2/22 ist2 tcb1/2 are deleted",EMPIAR,,,,0,,Tricalbins Contribute to Cellular Lipid Flux and Form Curved ER-PM Contacts that Are Bridged by Rod-Shaped Structures,,"Hoffmann PC, Bharat TAM, Wozny MR, Boulanger J, Miller EA, Kukulski W",2019-11-18,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10322
EMPIAR-10321,cryo-ET of cryo-FIB milled yeast cell in which scs2/22 ist2 are deleted with high intracellular calcium,EMPIAR,,,,0,,Tricalbins Contribute to Cellular Lipid Flux and Form Curved ER-PM Contacts that Are Bridged by Rod-Shaped Structures,,"Hoffmann PC, Bharat TAM, Wozny MR, Boulanger J, Miller EA, Kukulski W",2019-11-18,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10321
EMPIAR-10320,cryo-ET of cryo-FIB milled yeast cell in which scs2/22 ist2 are deleted,EMPIAR,,,,0,,Tricalbins Contribute to Cellular Lipid Flux and Form Curved ER-PM Contacts that Are Bridged by Rod-Shaped Structures,,"Hoffmann PC, Bharat TAM, Wozny MR, Boulanger J, Miller EA, Kukulski W",2019-11-18,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10320
EMPIAR-10309,Cryo-EM structure of the adenosine A2A receptor coupled to an engineered heterotrimeric G protein,EMPIAR,,,,0,,Cryo-EM structure of the adenosine A2A receptor coupled to an engineered heterotrimeric G protein,,"García-Nafría J, Lee Y, Bai X, Carpenter B, Tate CG",2019-11-15,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10309
S-BSST304,hTau.P301L mice with seeded tau pathology retain functional brain network connectivity,BioStudies,,,,2,,,,"Jan Detrez, Winnok H. De Vos",2019-11-12,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST304
EMPIAR-10314,Structure of the green algal photosystem I supercomplex with a decameric light-harvesting complex I.,EMPIAR,,,,0,,Structure of the green algal photosystem I supercomplex with a decameric light-harvesting complex I,,"Suga M, Ozawa S, Yoshida-Motomura K, Akita F, Miyazaki N, Takahashi Y",2019-11-11,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10314
EMPIAR-10280,Cryo-EM structure of calcium-bound TMEM16F in nanodisc with supplement of PIP2,EMPIAR,,,,0,,Cryo-EM Studies of TMEM16F Calcium-Activated Ion Channel Suggest Features Important for Lipid Scrambling,,"Feng S, Dang S, Han TW, Ye W, Jin P, Cheng T, Li J, Jan YN, Jan LY, Cheng Y",2019-11-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10280
S-BIAD10,Combinatory multifactor treatment effects on primary nanofiber oligodendrocyte cultures,BioImage Archive,Bl6 mice,,,3648,,,,"Lukas S. Enz, Thomas Zeis, Annalisa Hauck, Christopher Linington, Nicole Schaeren-Wiemers",2019-11-07,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD10
EMPIAR-10317,"Cryo-EM dataset, containing multiple conformations of a heterodimeric ABC exporter TmrAB (EQ-mutant), incubated with a mixture of ATP and ADP",EMPIAR,,,,0,,Conformation space of a heterodimeric ABC exporter under turnover conditions,,"Hofmann S, Januliene D, Mehdipour AR, Thomas C, Stefan E, Brüchert S, Kuhn BT, Geertsma ER, Hummer G, Tampé R, Moeller A",2019-11-06,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10317
EMPIAR-10332,Cryo-EM structure of the translocator of the outer mitochondrial membrane,EMPIAR,,,,0,,Structure of the mitochondrial import gate reveals distinct preprotein paths,,"Araiso Y, Tsutsumi A, Qiu J, Imai K, Shiota T, Song J, Lindau C, Wenz LS, Sakaue H, Yunoki K, Kawano S, Suzuki J, Wischnewski M, Schütze C, Ariyama H, Ando T, Becker T, Lithgow T, Wiedemann N, Pfanner N, Kikkawa M, Endo T",2019-10-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10332
S-BSST275,"Microscopy data for ""Stabilization of chromatin topology safeguards genome integrity""",BioStudies,,,,11,,,,"Fena Ochs, Gopal Karemore, Ezequiel Miron, Jill Brown, Hana Sedlackova, Maj-Britt Rask, Marko Lampe, Veronica Buckle, Lothar Schermelleh, Jiri Lukas",2019-10-18,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST275
EMPIAR-10271,Cryo electron microscopy of TssA protein from T6SS of Vibrio cholerae.,EMPIAR,,,,0,,Diverse roles of TssA-like proteins in the assembly of bacterial type VI secretion systems,,"Schneider JP, Nazarov S, Adaixo R, Liuzzo M, Ringel PD, Stahlberg H, Basler M",2019-10-17,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10271
EMPIAR-10299,PolyA polymerase module of the cleavage and polyadenylation factor (CPF) from Saccharomyces cerevisiae,EMPIAR,,,,0,,Architecture of eukaryotic mRNA 3′-end processing machinery,,"Casañal A, Kumar A, Hill CH, Easter AD, Emsley P, Degliesposti G, Gordiyenko Y, Santhanam B, Wolf J, Wiederhold K, Dornan GL, Skehel M, Robinson CV, Passmore LA",2019-10-14,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10299
S-BSST292,"Pan-cancer computational histopathology reveals mutations, tumor composition and prognosis",BioStudies,,,,3,,,,"yu fu, moritz gerstung",2019-10-10,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST292
EMPIAR-10296,Single particle cryo-EM dataset of the triskelion hub subparticle extraction from clathrin cages,EMPIAR,,,,0,,Cryo-EM of multiple cage architectures reveals a universal mode of clathrin self-assembly,,"Morris KL, Jones JR, Halebian M, Wu S, Baker M, Armache JP, Avila Ibarra A, Sessions RB, Cameron AD, Cheng Y, Smith CJ",2019-10-09,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10296
EMPIAR-10308,Cryo-EM structure of the serotonin 5-HT1B receptor coupled to heterotrimeric Go,EMPIAR,,,,0,,Cryo-EM structure of the serotonin 5-HT1B receptor coupled to heterotrimeric Go,,"García-Nafría J, Nehmé R, Edwards PC, Tate CG",2019-10-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10308
EMPIAR-10324,Processed FIB SEM images of a parasitophorous vacuole containing Toxoplasma gondii ?CAP parasites.,EMPIAR,,,,0,,Differential requirements for cyclase-associated protein (CAP) in actin-dependent processes of Toxoplasma gondii,,"Hunt A, Russell MRG, Wagener J, Kent R, Carmeille R, Peddie CJ, Collinson L, Heaslip A, Ward GE, Treeck M",2019-10-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10324
EMPIAR-10327,"Processed FIB SEM images of a parasitophorous vacuole containing Toxoplasma gondii ?CAP parasites, complemented with CAP.",EMPIAR,,,,0,,Differential requirements for cyclase-associated protein (CAP) in actin-dependent processes of Toxoplasma gondii,,"Hunt A, Russell MRG, Wagener J, Kent R, Carmeille R, Peddie CJ, Collinson L, Heaslip A, Ward GE, Treeck M",2019-10-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10327
EMPIAR-10325,"Raw FIB SEM images of a parasitophorous vacuole containing Toxoplasma gondii ?CAP parasites, complemented with CAP.",EMPIAR,,,,0,,Differential requirements for cyclase-associated protein (CAP) in actin-dependent processes of Toxoplasma gondii,,"Hunt A, Russell MRG, Wagener J, Kent R, Carmeille R, Peddie CJ, Collinson L, Heaslip A, Ward GE, Treeck M",2019-10-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10325
EMPIAR-10326,Raw FIB SEM images of a parasitophorous vacuole containing Toxoplasma gondii ?CAP parasites.,EMPIAR,,,,0,,Differential requirements for cyclase-associated protein (CAP) in actin-dependent processes of Toxoplasma gondii,,"Hunt A, Russell MRG, Wagener J, Kent R, Carmeille R, Peddie CJ, Collinson L, Heaslip A, Ward GE, Treeck M",2019-10-07,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10326
EMPIAR-10295,Single particle cryo-EM dataset of clathrin cages suitable for subparticle extraction,EMPIAR,,,,0,,Cryo-EM of multiple cage architectures reveals a universal mode of clathrin self-assembly,,"Smith CJ, Morris KL, Jones JR, Halebian M, Wu S, Baker M, Armache JP, Avila Ibarra A, Sessions RB, Cameron AD, Cheng Y",2019-10-04,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10295
EMPIAR-10294,Single particle cryo-EM dataset of clathrin cages with phase flipping suitable for refinement,EMPIAR,,,,0,,Cryo-EM of multiple cage architectures reveals a universal mode of clathrin self-assembly,,"Smith CJ, Morris KL, Jones JR, Halebian M, Wu S, Baker M, Armache JP, Avila Ibarra A, Sessions RB, Cameron AD, Cheng Y",2019-10-04,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10294
